
time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,p,Bx,By,Bz,Azimuth,Pitch,Roll,Gain,
84.72,-0.25,-1.03,0.04,1.72,1.24,0.70,-1.31,-0.38,-0.48,1009.02,-38.70,18.42,-6.42,96.33,80.68,-7.06,88.84,
84.72,-0.25,-1.03,0.04,1.72,1.24,0.70,-1.25,-0.41,-0.62,1009.02,-38.70,18.42,-6.42,96.33,80.68,-7.06,88.84,
84.73,-0.25,-1.03,0.04,1.72,1.24,0.70,-1.25,-0.41,-0.62,1009.02,-38.70,18.42,-6.42,96.61,79.88,-7.44,88.84,
84.73,-0.25,-1.03,0.04,1.72,1.24,0.70,-1.19,-0.43,-0.76,1009.02,-38.70,18.42,-6.42,96.61,79.88,-7.44,88.84,
84.74,-0.25,-1.03,0.04,1.72,1.24,0.70,-1.19,-0.43,-0.76,1009.02,-37.98,18.06,-11.70,96.61,79.88,-7.44,88.84,
84.75,-0.25,-1.03,0.04,1.46,1.25,0.58,-1.19,-0.43,-0.76,1009.02,-37.98,18.06,-11.70,96.61,79.88,-7.44,88.84,
84.75,0.01,-0.92,-0.15,1.46,1.25,0.58,-1.19,-0.43,-0.76,1009.02,-37.98,18.06,-11.70,96.61,79.88,-7.44,88.84,
84.75,0.01,-0.92,-0.15,1.46,1.25,0.58,-1.19,-0.43,-0.76,1009.02,-37.98,18.06,-11.70,96.79,79.11,-7.86,88.84,
84.75,0.01,-0.92,-0.15,1.46,1.25,0.58,1.40,0.65,-2.76,1009.02,-37.98,18.06,-11.70,96.79,79.11,-7.86,88.84,
84.75,0.01,-0.92,-0.15,1.46,1.25,0.58,1.40,0.65,-2.76,1009.02,-37.98,18.06,-11.70,96.98,78.39,-8.29,88.84,
84.75,0.01,-0.92,-0.15,1.46,1.25,0.58,1.47,0.62,-2.86,1009.02,-37.98,18.06,-11.70,96.98,78.39,-8.29,88.84,
84.76,0.01,-0.92,-0.15,1.46,1.25,0.58,1.47,0.62,-2.86,1008.76,-37.98,18.06,-11.70,96.98,78.39,-8.29,88.84,
84.76,0.01,-0.92,-0.15,1.46,1.25,0.58,1.47,0.62,-2.86,1008.76,-37.98,18.06,-11.70,97.29,77.75,-8.71,88.84,
84.76,0.01,-0.92,-0.15,1.46,1.25,0.58,1.54,0.60,-2.94,1008.76,-37.98,18.06,-11.70,97.29,77.75,-8.71,88.84,
84.77,0.01,-0.92,-0.15,1.46,1.25,0.58,1.54,0.60,-2.94,1008.76,-37.98,18.06,-11.70,97.67,77.15,-9.11,88.84,
84.77,0.01,-0.92,-0.15,1.46,1.25,0.58,1.61,0.58,-3.02,1008.76,-37.98,18.06,-11.70,97.67,77.15,-9.11,88.84,
84.78,0.01,-0.92,-0.15,1.46,1.25,0.58,1.61,0.58,-3.02,1008.76,-37.98,18.06,-11.70,98.07,76.60,-9.46,88.84,
84.78,0.01,-0.92,-0.15,1.46,1.25,0.58,1.66,0.56,-3.09,1008.76,-37.98,18.06,-11.70,98.07,76.60,-9.46,88.84,
84.79,0.01,-0.92,-0.15,1.46,1.25,0.58,1.66,0.56,-3.09,1008.76,-37.98,18.06,-11.70,98.40,76.07,-9.74,88.84,
84.79,0.01,-0.92,-0.15,1.46,1.25,0.58,1.71,0.54,-3.17,1008.76,-37.98,18.06,-11.70,98.40,76.07,-9.74,88.84,
84.80,0.01,-0.92,-0.15,1.46,1.25,0.58,1.71,0.54,-3.17,1008.76,-36.18,17.64,-17.28,98.40,76.07,-9.74,88.84,
84.81,0.01,-0.92,-0.15,1.48,0.73,0.51,1.71,0.54,-3.17,1008.76,-36.18,17.64,-17.28,98.40,76.07,-9.74,88.84,
84.81,0.12,-0.88,0.12,1.48,0.73,0.51,1.71,0.54,-3.17,1008.76,-36.18,17.64,-17.28,98.40,76.07,-9.74,88.84,
84.81,0.12,-0.88,0.12,1.48,0.73,0.51,1.71,0.54,-3.17,1008.76,-36.18,17.64,-17.28,98.70,75.56,-9.96,88.84,
84.81,0.12,-0.88,0.12,1.48,0.73,0.51,2.81,0.83,-0.65,1008.76,-36.18,17.64,-17.28,98.70,75.56,-9.96,88.84,
84.81,0.12,-0.88,0.12,1.48,0.73,0.51,2.81,0.83,-0.65,1008.76,-36.18,17.64,-17.28,99.00,75.03,-10.14,88.84,
84.81,0.12,-0.88,0.12,1.48,0.73,0.51,2.83,0.80,-0.74,1008.76,-36.18,17.64,-17.28,99.00,75.03,-10.14,88.84,
84.82,0.12,-0.88,0.12,1.48,0.73,0.51,2.83,0.80,-0.74,1008.76,-36.18,17.64,-17.28,99.30,74.47,-10.28,88.84,
84.82,0.12,-0.88,0.12,1.48,0.73,0.51,2.85,0.78,-0.85,1008.76,-36.18,17.64,-17.28,99.30,74.47,-10.28,88.84,
84.83,0.12,-0.88,0.12,1.48,0.73,0.51,2.85,0.78,-0.85,1008.76,-36.18,17.64,-17.28,99.57,73.90,-10.42,88.84,
84.83,0.12,-0.88,0.12,1.48,0.73,0.51,2.87,0.75,-0.95,1008.76,-36.18,17.64,-17.28,99.57,73.90,-10.42,88.84,
84.84,0.12,-0.88,0.12,1.48,0.73,0.51,2.87,0.75,-0.95,1008.76,-36.18,17.64,-17.28,99.80,73.32,-10.56,88.84,
84.84,0.12,-0.88,0.12,1.48,0.73,0.51,2.89,0.72,-1.06,1008.76,-36.18,17.64,-17.28,99.80,73.32,-10.56,88.84,
84.85,0.12,-0.88,0.12,1.48,0.73,0.51,2.89,0.72,-1.06,1008.76,-36.18,17.64,-17.28,100.01,72.75,-10.70,88.84,
84.86,0.12,-0.88,0.12,1.48,0.73,0.51,2.91,0.70,-1.17,1008.76,-36.18,17.64,-17.28,100.01,72.75,-10.70,88.84,
84.86,0.12,-0.88,0.12,1.48,0.73,0.51,2.91,0.70,-1.17,1008.76,-34.56,17.64,-21.54,100.01,72.75,-10.70,88.84,
84.87,0.12,-0.88,0.12,1.78,0.47,0.46,2.91,0.70,-1.17,1008.76,-34.56,17.64,-21.54,100.01,72.75,-10.70,88.84,
84.87,0.12,-0.88,0.12,1.78,0.47,0.46,2.91,0.70,-1.17,1008.66,-34.56,17.64,-21.54,100.01,72.75,-10.70,88.84,
84.87,-0.02,-1.11,-0.42,1.78,0.47,0.46,2.91,0.70,-1.17,1008.66,-34.56,17.64,-21.54,100.01,72.75,-10.70,88.84,
84.87,-0.02,-1.11,-0.42,1.78,0.47,0.46,2.91,0.70,-1.17,1008.66,-34.56,17.64,-21.54,100.20,72.20,-10.83,88.84,
84.87,-0.02,-1.11,-0.42,1.78,0.47,0.46,2.93,0.67,-1.27,1008.66,-34.56,17.64,-21.54,100.20,72.20,-10.83,88.84,
84.87,-0.02,-1.11,-0.42,1.78,0.47,0.46,2.93,0.67,-1.27,1008.66,-34.56,17.64,-21.54,100.47,71.70,-10.95,88.84,
84.87,-0.02,-1.11,-0.42,1.78,0.47,0.46,1.63,-1.61,-6.60,1008.66,-34.56,17.64,-21.54,100.47,71.70,-10.95,88.84,
84.88,-0.02,-1.11,-0.42,1.78,0.47,0.46,1.63,-1.61,-6.60,1008.66,-34.56,17.64,-21.54,100.77,71.31,-11.10,88.84,
84.88,-0.02,-1.11,-0.42,1.78,0.47,0.46,1.65,-1.63,-6.66,1008.66,-34.56,17.64,-21.54,100.77,71.31,-11.10,88.84,
84.89,-0.02,-1.11,-0.42,1.78,0.47,0.46,1.65,-1.63,-6.66,1008.66,-34.56,17.64,-21.54,101.02,71.09,-11.29,88.84,
84.89,-0.02,-1.11,-0.42,1.78,0.47,0.46,1.68,-1.65,-6.68,1008.66,-34.56,17.64,-21.54,101.02,71.09,-11.29,88.84,
84.90,-0.02,-1.11,-0.42,1.78,0.47,0.46,1.68,-1.65,-6.68,1008.66,-34.56,17.64,-21.54,101.15,71.03,-11.59,88.84,
84.90,-0.02,-1.11,-0.42,1.78,0.47,0.46,1.73,-1.65,-6.66,1008.66,-34.56,17.64,-21.54,101.15,71.03,-11.59,88.84,
84.91,-0.02,-1.11,-0.42,1.78,0.47,0.46,1.73,-1.65,-6.66,1008.66,-34.56,17.64,-21.54,101.13,71.08,-11.94,88.84,
84.91,-0.02,-1.11,-0.42,1.78,0.47,0.46,1.79,-1.65,-6.60,1008.66,-34.56,17.64,-21.54,101.13,71.08,-11.94,88.84,
84.92,-0.02,-1.11,-0.42,1.78,0.47,0.46,1.79,-1.65,-6.60,1008.66,-33.54,15.84,-24.42,101.13,71.08,-11.94,90.19,
84.93,-0.02,-1.11,-0.42,0.01,0.77,0.86,1.79,-1.65,-6.60,1008.66,-33.54,15.84,-24.42,101.13,71.08,-11.94,90.19,
84.93,0.47,-1.22,-0.01,0.01,0.77,0.86,1.79,-1.65,-6.60,1008.66,-33.54,15.84,-24.42,101.13,71.08,-11.94,90.19,
84.93,0.47,-1.22,-0.01,0.01,0.77,0.86,1.79,-1.65,-6.60,1008.66,-33.54,15.84,-24.42,101.04,71.20,-12.28,90.19,
84.93,0.47,-1.22,-0.01,0.01,0.77,0.86,6.64,-2.71,-2.57,1008.66,-33.54,15.84,-24.42,101.04,71.20,-12.28,90.19,
84.93,0.47,-1.22,-0.01,0.01,0.77,0.86,6.64,-2.71,-2.57,1008.66,-33.54,15.84,-24.42,101.01,71.42,-12.52,90.19,
84.93,0.47,-1.22,-0.01,0.01,0.77,0.86,6.69,-2.70,-2.48,1008.66,-33.54,15.84,-24.42,101.01,71.42,-12.52,90.19,
84.94,0.47,-1.22,-0.01,0.01,0.77,0.86,6.69,-2.70,-2.48,1008.66,-33.54,15.84,-24.42,101.15,71.74,-12.60,90.19,
84.94,0.47,-1.22,-0.01,0.01,0.77,0.86,6.71,-2.68,-2.40,1008.66,-33.54,15.84,-24.42,101.15,71.74,-12.60,90.19,
84.95,0.47,-1.22,-0.01,0.01,0.77,0.86,6.71,-2.68,-2.40,1008.66,-33.54,15.84,-24.42,101.46,72.16,-12.48,90.19,
84.95,0.47,-1.22,-0.01,0.01,0.77,0.86,6.69,-2.66,-2.32,1008.66,-33.54,15.84,-24.42,101.46,72.16,-12.48,90.19,
84.96,0.47,-1.22,-0.01,0.01,0.77,0.86,6.69,-2.66,-2.32,1008.71,-33.54,15.84,-24.42,101.46,72.16,-12.48,90.19,
84.96,0.47,-1.22,-0.01,0.01,0.77,0.86,6.69,-2.66,-2.32,1008.71,-33.54,15.84,-24.42,101.88,72.68,-12.17,90.19,
84.96,0.47,-1.22,-0.01,0.01,0.77,0.86,6.64,-2.64,-2.25,1008.71,-33.54,15.84,-24.42,101.88,72.68,-12.17,90.19,
84.97,0.47,-1.22,-0.01,0.01,0.77,0.86,6.64,-2.64,-2.25,1008.71,-33.54,15.84,-24.42,102.41,73.25,-11.74,90.19,
84.97,0.47,-1.22,-0.01,0.01,0.77,0.86,6.57,-2.61,-2.18,1008.71,-33.54,15.84,-24.42,102.41,73.25,-11.74,90.19,
84.98,0.47,-1.22,-0.01,0.01,0.77,0.86,6.57,-2.61,-2.18,1008.71,-32.34,15.18,-27.84,102.41,73.25,-11.74,90.19,
84.99,0.47,-1.22,-0.01,-0.30,0.21,-0.07,6.57,-2.61,-2.18,1008.71,-32.34,15.18,-27.84,102.41,73.25,-11.74,90.19,
84.99,-0.22,-1.32,-0.16,-0.30,0.21,-0.07,6.57,-2.61,-2.18,1008.71,-32.34,15.18,-27.84,102.41,73.25,-11.74,90.19,
84.99,-0.22,-1.32,-0.16,-0.30,0.21,-0.07,6.57,-2.61,-2.18,1008.71,-32.34,15.18,-27.84,103.00,73.84,-11.31,90.19,
84.99,-0.22,-1.32,-0.16,-0.30,0.21,-0.07,-0.30,-3.51,-3.58,1008.71,-32.34,15.18,-27.84,103.00,73.84,-11.31,90.19,
84.99,-0.22,-1.32,-0.16,-0.30,0.21,-0.07,-0.30,-3.51,-3.58,1008.71,-32.34,15.18,-27.84,103.55,74.46,-10.97,90.19,
84.99,-0.22,-1.32,-0.16,-0.30,0.21,-0.07,-0.35,-3.48,-3.49,1008.71,-32.34,15.18,-27.84,103.55,74.46,-10.97,90.19,
85.00,-0.22,-1.32,-0.16,-0.30,0.21,-0.07,-0.35,-3.48,-3.49,1008.71,-32.34,15.18,-27.84,103.95,75.11,-10.74,90.19,
85.00,-0.22,-1.32,-0.16,-0.30,0.21,-0.07,-0.39,-3.45,-3.37,1008.71,-32.34,15.18,-27.84,103.95,75.11,-10.74,90.19,
85.01,-0.22,-1.32,-0.16,-0.30,0.21,-0.07,-0.39,-3.45,-3.37,1008.71,-32.34,15.18,-27.84,104.29,75.85,-10.51,90.19,
85.01,-0.22,-1.32,-0.16,-0.30,0.21,-0.07,-0.42,-3.42,-3.23,1008.71,-32.34,15.18,-27.84,104.29,75.85,-10.51,90.19,
85.02,-0.22,-1.32,-0.16,-0.30,0.21,-0.07,-0.42,-3.42,-3.23,1008.71,-32.34,15.18,-27.84,104.61,76.74,-10.18,90.19,
85.02,-0.22,-1.32,-0.16,-0.30,0.21,-0.07,-0.47,-3.38,-3.06,1008.71,-32.34,15.18,-27.84,104.61,76.74,-10.18,90.19,
85.03,-0.22,-1.32,-0.16,-0.30,0.21,-0.07,-0.47,-3.38,-3.06,1008.71,-32.34,15.18,-27.84,104.89,77.85,-9.74,90.19,
85.03,-0.22,-1.32,-0.16,-0.30,0.21,-0.07,-0.54,-3.34,-2.85,1008.71,-32.34,15.18,-27.84,104.89,77.85,-9.74,90.19,
85.04,-0.22,-1.32,-0.16,-0.30,0.21,-0.07,-0.54,-3.34,-2.85,1008.71,-32.34,14.88,-28.80,104.89,77.85,-9.74,90.19,
85.04,-0.22,-1.32,-0.16,-2.36,-0.32,-0.68,-0.54,-3.34,-2.85,1008.71,-32.34,14.88,-28.80,104.89,77.85,-9.74,90.19,
85.05,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.54,-3.34,-2.85,1008.71,-32.34,14.88,-28.80,104.89,77.85,-9.74,90.19,
85.05,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.54,-3.34,-2.85,1008.71,-32.34,14.88,-28.80,105.07,79.08,-9.21,90.19,
85.05,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.46,-2.58,-1.78,1008.71,-32.34,14.88,-28.80,105.07,79.08,-9.21,90.19,
85.05,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.46,-2.58,-1.78,1008.71,-32.34,14.88,-28.80,105.27,80.34,-8.62,90.19,
85.05,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.56,-2.54,-1.52,1008.71,-32.34,14.88,-28.80,105.27,80.34,-8.62,90.19,
85.06,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.56,-2.54,-1.52,1008.76,-32.34,14.88,-28.80,105.27,80.34,-8.62,90.19,
85.06,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.56,-2.54,-1.52,1008.76,-32.34,14.88,-28.80,105.44,81.49,-8.03,90.19,
85.06,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.65,-2.51,-1.25,1008.76,-32.34,14.88,-28.80,105.44,81.49,-8.03,90.19,
85.07,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.65,-2.51,-1.25,1008.76,-32.34,14.88,-28.80,105.31,82.39,-7.52,90.19,
85.07,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.74,-2.49,-0.97,1008.76,-32.34,14.88,-28.80,105.31,82.39,-7.52,90.19,
85.08,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.74,-2.49,-0.97,1008.76,-32.34,14.88,-28.80,105.31,97.10,-7.08,90.19,
85.08,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.81,-2.48,-0.67,1008.76,-32.34,14.88,-28.80,105.31,97.10,-7.08,90.19,
85.09,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.81,-2.48,-0.67,1008.76,-32.34,14.88,-28.80,106.29,97.03,-6.66,90.19,
85.09,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.88,-2.48,-0.39,1008.76,-32.34,14.88,-28.80,106.29,97.03,-6.66,90.19,
85.10,-0.21,-1.25,-0.08,-2.36,-0.32,-0.68,-0.88,-2.48,-0.39,1008.76,-33.30,16.38,-27.96,106.29,97.03,-6.66,90.19,
85.10,-0.21,-1.25,-0.08,-2.66,0.32,-1.00,-0.88,-2.48,-0.39,1008.76,-33.30,16.38,-27.96,106.29,97.03,-6.66,90.19,
85.11,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-0.88,-2.48,-0.39,1008.76,-33.30,16.38,-27.96,106.29,97.03,-6.66,90.19,
85.11,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-0.88,-2.48,-0.39,1008.76,-33.30,16.38,-27.96,107.06,97.32,-6.27,90.19,
85.11,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-2.43,-5.93,1.72,1008.76,-33.30,16.38,-27.96,107.06,97.32,-6.27,90.19,
85.11,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-2.43,-5.93,1.72,1008.76,-33.30,16.38,-27.96,107.94,97.82,-5.83,90.19,
85.12,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-2.50,-5.95,1.96,1008.76,-33.30,16.38,-27.96,107.94,97.82,-5.83,90.19,
85.12,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-2.50,-5.95,1.96,1008.76,-33.30,16.38,-27.96,109.15,98.41,-5.30,90.19,
85.12,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-2.60,-5.96,2.19,1008.76,-33.30,16.38,-27.96,109.15,98.41,-5.30,90.19,
85.13,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-2.60,-5.96,2.19,1008.76,-33.30,16.38,-27.96,110.75,99.02,-4.66,90.19,
85.13,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-2.71,-5.98,2.39,1008.76,-33.30,16.38,-27.96,110.75,99.02,-4.66,90.19,
85.14,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-2.71,-5.98,2.39,1008.76,-33.30,16.38,-27.96,112.67,99.67,-3.95,90.19,
85.14,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-2.83,-5.99,2.58,1008.76,-33.30,16.38,-27.96,112.67,99.67,-3.95,90.19,
85.15,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-2.83,-5.99,2.58,1008.76,-33.30,16.38,-27.96,114.55,100.41,-3.26,90.19,
85.15,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-2.95,-6.02,2.75,1008.76,-33.30,16.38,-27.96,114.55,100.41,-3.26,90.19,
85.16,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-2.95,-6.02,2.75,1008.82,-33.30,16.38,-27.96,114.55,100.41,-3.26,90.19,
85.16,-0.36,-1.60,0.11,-2.66,0.32,-1.00,-2.95,-6.02,2.75,1008.82,-31.56,18.72,-26.40,114.55,100.41,-3.26,90.19,
85.17,-0.36,-1.60,0.11,-2.09,-0.19,-1.16,-2.95,-6.02,2.75,1008.82,-31.56,18.72,-26.40,114.55,100.41,-3.26,90.19,
85.17,-0.22,-1.23,-0.02,-2.09,-0.19,-1.16,-2.95,-6.02,2.75,1008.82,-31.56,18.72,-26.40,114.55,100.41,-3.26,90.19,
85.17,-0.22,-1.23,-0.02,-2.09,-0.19,-1.16,-2.95,-6.02,2.75,1008.82,-31.56,18.72,-26.40,116.10,101.24,-2.66,90.19,
85.17,-0.22,-1.23,-0.02,-2.09,-0.19,-1.16,-1.67,-2.41,1.64,1008.82,-31.56,18.72,-26.40,116.10,101.24,-2.66,90.19,
85.17,-0.22,-1.23,-0.02,-2.09,-0.19,-1.16,-1.67,-2.41,1.64,1008.82,-31.56,18.72,-26.40,116.90,102.06,-2.22,90.19,
85.17,-0.22,-1.23,-0.02,-2.09,-0.19,-1.16,-1.75,-2.44,1.79,1008.82,-31.56,18.72,-26.40,116.90,102.06,-2.22,90.19,
85.18,-0.22,-1.23,-0.02,-2.09,-0.19,-1.16,-1.75,-2.44,1.79,1008.82,-31.56,18.72,-26.40,117.61,102.87,-1.79,90.19,
85.18,-0.22,-1.23,-0.02,-2.09,-0.19,-1.16,-1.82,-2.47,1.94,1008.82,-31.56,18.72,-26.40,117.61,102.87,-1.79,90.19,
85.19,-0.22,-1.23,-0.02,-2.09,-0.19,-1.16,-1.82,-2.47,1.94,1008.82,-31.56,18.72,-26.40,118.59,103.65,-1.29,90.19,
85.19,-0.22,-1.23,-0.02,-2.09,-0.19,-1.16,-1.90,-2.50,2.08,1008.82,-31.56,18.72,-26.40,118.59,103.65,-1.29,90.19,
85.20,-0.22,-1.23,-0.02,-2.09,-0.19,-1.16,-1.90,-2.50,2.08,1008.82,-31.56,18.72,-26.40,119.76,104.38,-0.77,90.19,
85.20,-0.22,-1.23,-0.02,-2.09,-0.19,-1.16,-1.99,-2.53,2.21,1008.82,-31.56,18.72,-26.40,119.76,104.38,-0.77,90.19,
85.21,-0.22,-1.23,-0.02,-2.09,-0.19,-1.16,-1.99,-2.53,2.21,1008.82,-31.56,18.72,-26.40,120.78,105.03,-0.30,90.19,
85.21,-0.22,-1.23,-0.02,-2.09,-0.19,-1.16,-2.07,-2.56,2.32,1008.82,-31.56,18.72,-26.40,120.78,105.03,-0.30,90.19,
85.22,-0.22,-1.23,-0.02,-2.09,-0.19,-1.16,-2.07,-2.56,2.32,1008.82,-33.00,21.54,-26.52,120.78,105.03,-0.30,86.84,
85.22,-0.22,-1.23,-0.02,-1.59,-0.73,-1.17,-2.07,-2.56,2.32,1008.82,-33.00,21.54,-26.52,120.78,105.03,-0.30,86.84,
85.22,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-2.07,-2.56,2.32,1008.82,-33.00,21.54,-26.52,120.78,105.03,-0.30,86.84,
85.23,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-2.07,-2.56,2.32,1008.82,-33.00,21.54,-26.52,121.45,105.58,0.11,86.84,
85.23,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-1.01,0.87,4.64,1008.82,-33.00,21.54,-26.52,121.45,105.58,0.11,86.84,
85.23,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-1.01,0.87,4.64,1008.82,-33.00,21.54,-26.52,121.75,106.10,0.44,86.84,
85.23,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-1.07,0.85,4.72,1008.82,-33.00,21.54,-26.52,121.75,106.10,0.44,86.84,
85.24,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-1.07,0.85,4.72,1008.82,-33.00,21.54,-26.52,121.49,106.63,0.67,86.84,
85.24,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-1.10,0.82,4.81,1008.82,-33.00,21.54,-26.52,121.49,106.63,0.67,86.84,
85.25,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-1.10,0.82,4.81,1008.82,-33.00,21.54,-26.52,120.70,107.20,0.78,86.84,
85.26,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-1.12,0.79,4.90,1008.82,-33.00,21.54,-26.52,120.70,107.20,0.78,86.84,
85.26,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-1.12,0.79,4.90,1008.69,-33.00,21.54,-26.52,120.70,107.20,0.78,86.84,
85.26,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-1.12,0.79,4.90,1008.69,-33.00,21.54,-26.52,119.74,107.83,0.79,86.84,
85.26,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-1.12,0.76,5.01,1008.69,-33.00,21.54,-26.52,119.74,107.83,0.79,86.84,
85.27,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-1.12,0.76,5.01,1008.69,-33.00,21.54,-26.52,118.73,108.43,0.76,86.84,
85.27,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-1.12,0.73,5.10,1008.69,-33.00,21.54,-26.52,118.73,108.43,0.76,86.84,
85.28,-0.10,-0.88,0.20,-1.59,-0.73,-1.17,-1.12,0.73,5.10,1008.69,-35.04,22.80,-21.18,118.73,108.43,0.76,86.84,
85.29,-0.10,-0.88,0.20,-1.72,-1.65,-0.51,-1.12,0.73,5.10,1008.69,-35.04,22.80,-21.18,118.73,108.43,0.76,86.84,
85.29,-0.16,-0.45,0.17,-1.72,-1.65,-0.51,-1.12,0.73,5.10,1008.69,-35.04,22.80,-21.18,118.73,108.43,0.76,86.84,
85.29,-0.16,-0.45,0.17,-1.72,-1.65,-0.51,-1.12,0.73,5.10,1008.69,-35.04,22.80,-21.18,117.51,108.99,0.62,86.84,
85.29,-0.16,-0.45,0.17,-1.72,-1.65,-0.51,-1.68,4.91,4.83,1008.69,-35.04,22.80,-21.18,117.51,108.99,0.62,86.84,
85.29,-0.16,-0.45,0.17,-1.72,-1.65,-0.51,-1.68,4.91,4.83,1008.69,-35.04,22.80,-21.18,116.04,109.40,0.35,86.84,
85.29,-0.16,-0.45,0.17,-1.72,-1.65,-0.51,-1.64,4.88,4.90,1008.69,-35.04,22.80,-21.18,116.04,109.40,0.35,86.84,
85.30,-0.16,-0.45,0.17,-1.72,-1.65,-0.51,-1.64,4.88,4.90,1008.69,-35.04,22.80,-21.18,114.36,109.68,-0.03,86.84,
85.30,-0.16,-0.45,0.17,-1.72,-1.65,-0.51,-1.58,4.87,4.94,1008.69,-35.04,22.80,-21.18,114.36,109.68,-0.03,86.84,
85.31,-0.16,-0.45,0.17,-1.72,-1.65,-0.51,-1.58,4.87,4.94,1008.69,-35.04,22.80,-21.18,112.44,109.81,-0.51,86.84,
85.31,-0.16,-0.45,0.17,-1.72,-1.65,-0.51,-1.50,4.86,4.96,1008.69,-35.04,22.80,-21.18,112.44,109.81,-0.51,86.84,
85.32,-0.16,-0.45,0.17,-1.72,-1.65,-0.51,-1.50,4.86,4.96,1008.69,-35.04,22.80,-21.18,110.40,109.79,-1.05,86.84,
85.32,-0.16,-0.45,0.17,-1.72,-1.65,-0.51,-1.41,4.86,4.96,1008.69,-35.04,22.80,-21.18,110.40,109.79,-1.05,86.84,
85.33,-0.16,-0.45,0.17,-1.72,-1.65,-0.51,-1.41,4.86,4.96,1008.69,-35.04,22.80,-21.18,108.37,109.64,-1.61,86.84,
85.33,-0.16,-0.45,0.17,-1.72,-1.65,-0.51,-1.32,4.87,4.93,1008.69,-35.04,22.80,-21.18,108.37,109.64,-1.61,86.84,
85.34,-0.16,-0.45,0.17,-1.72,-1.65,-0.51,-1.32,4.87,4.93,1008.69,-36.66,24.06,-14.82,108.37,109.64,-1.61,86.84,
85.34,-0.16,-0.45,0.17,-0.24,-1.49,-0.24,-1.32,4.87,4.93,1008.69,-36.66,24.06,-14.82,108.37,109.64,-1.61,86.84,
85.35,-0.17,-0.29,0.04,-0.24,-1.49,-0.24,-1.32,4.87,4.93,1008.69,-36.66,24.06,-14.82,108.37,109.64,-1.61,86.84,
85.35,-0.17,-0.29,0.04,-0.24,-1.49,-0.24,-1.32,4.87,4.93,1008.69,-36.66,24.06,-14.82,106.41,109.37,-2.15,86.84,
85.35,-0.17,-0.29,0.04,-0.24,-1.49,-0.24,-1.28,6.40,3.59,1008.69,-36.66,24.06,-14.82,106.41,109.37,-2.15,86.84,
85.35,-0.17,-0.29,0.04,-0.24,-1.49,-0.24,-1.28,6.40,3.59,1008.69,-36.66,24.06,-14.82,104.88,109.14,-2.51,86.84,
85.35,-0.17,-0.29,0.04,-0.24,-1.49,-0.24,-1.22,6.41,3.55,1008.69,-36.66,24.06,-14.82,104.88,109.14,-2.51,86.84,
85.36,-0.17,-0.29,0.04,-0.24,-1.49,-0.24,-1.22,6.41,3.55,1008.61,-36.66,24.06,-14.82,104.88,109.14,-2.51,86.84,
